,age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,income >50K
15681,50,2,11,9,2,2,0,4,0,0,40,30,0
15682,21,2,11,9,4,4,1,4,0,0,40,38,0
15684,60,4,11,9,5,7,1,2,0,1876,50,38,0
15686,51,2,11,9,2,6,0,4,0,0,48,38,0
15687,30,2,11,9,3,2,2,4,0,0,40,38,0
15688,46,4,7,12,0,2,1,4,0,0,40,38,0
15689,43,2,8,11,2,3,0,4,0,0,45,38,1
15690,57,2,11,9,4,7,1,2,0,0,48,38,0
15691,48,2,12,14,2,9,0,4,0,1902,40,38,1
15693,68,4,11,9,2,4,0,4,2414,0,40,38,0
15694,33,2,15,10,4,7,1,4,0,0,24,38,0
15695,22,6,11,9,4,5,3,4,4416,0,40,38,0
15697,28,2,11,9,4,6,1,4,0,0,50,38,0
15698,32,2,12,14,2,9,0,1,0,0,40,18,0
15699,56,2,11,9,0,2,1,4,0,0,42,38,0
15700,36,2,11,9,2,7,0,4,0,0,50,38,0
15701,34,2,15,10,2,3,0,4,0,0,55,38,0
15703,39,2,0,6,6,6,1,2,0,1590,40,38,0
15705,27,4,15,10,4,2,1,4,0,0,35,38,0
15706,56,4,12,14,0,11,1,4,0,1876,60,38,0
15707,33,4,11,9,2,2,0,4,0,0,40,38,0
15708,49,3,10,16,2,9,0,2,0,0,60,38,1
15709,44,4,11,9,2,3,0,4,0,0,84,38,0
15710,30,4,1,7,4,2,1,4,0,0,45,38,1
15711,27,2,11,9,0,2,1,4,0,0,50,38,0
15712,25,2,9,13,4,0,1,4,0,0,40,38,1
15713,30,3,9,13,4,3,1,4,0,0,40,38,0
15714,38,2,7,12,2,7,0,4,0,0,40,7,0
15715,38,2,11,9,2,2,0,4,0,0,40,38,0
15718,62,2,11,9,2,3,0,4,0,0,40,38,1
15719,55,4,11,9,2,7,0,4,0,0,40,38,0
15720,47,4,11,9,3,2,1,4,0,0,40,38,0
15722,50,2,11,9,2,2,0,4,0,0,40,38,0
15723,36,2,11,9,0,6,4,4,0,0,40,38,0
15725,23,2,11,9,4,13,1,4,0,0,38,38,0
15726,37,2,7,12,2,3,0,4,7688,0,50,38,1
15727,38,5,10,16,2,9,0,4,0,0,55,38,1
15728,27,2,15,10,4,5,3,2,0,0,40,38,0
15731,41,3,11,9,2,11,0,4,0,1887,55,38,1
15733,27,2,9,13,4,9,1,4,0,0,40,38,0
15735,44,0,11,9,0,2,1,4,0,0,40,38,0
15736,33,0,12,14,2,13,0,2,0,0,40,26,0
15737,28,3,11,9,2,11,0,2,99999,0,40,38,1
15738,32,2,9,13,2,3,0,4,0,0,45,38,1
15739,43,2,12,14,2,9,0,4,0,0,55,38,0
15741,52,0,7,12,2,7,0,4,7298,0,40,38,1
15742,24,2,11,9,4,7,1,4,0,0,35,38,0
15744,47,2,8,11,2,9,0,4,0,0,40,38,1
15745,53,3,10,16,0,3,1,4,14084,0,50,38,1
15746,31,2,9,13,2,11,0,4,0,0,40,38,1
15747,30,2,8,11,4,2,1,4,0,0,40,38,0
15748,56,2,11,9,2,0,0,4,0,0,40,38,0
15749,49,0,9,13,2,9,0,4,0,0,40,38,1
15750,38,2,11,9,2,13,0,4,0,0,40,38,0
15751,19,2,15,10,4,0,3,4,0,0,18,38,0
15752,39,2,8,11,2,2,0,4,0,0,40,38,0
15753,38,2,11,9,2,3,0,4,0,0,40,38,0
15754,47,2,11,9,2,13,0,4,0,0,55,38,1
15755,58,2,1,7,2,2,0,4,0,0,40,38,0
15756,27,2,11,9,4,13,1,2,2174,0,40,38,0
15757,59,1,12,14,0,9,1,4,0,0,40,38,1
15758,24,2,9,13,4,11,1,4,0,0,47,38,0
15759,42,2,8,11,2,6,0,4,2407,0,40,38,0
15760,53,5,12,14,2,3,0,4,0,0,60,38,1
15761,35,2,11,9,2,5,0,4,0,0,50,38,0
15763,26,2,11,9,2,2,0,4,0,0,40,25,0
15764,33,2,6,5,5,0,1,4,0,0,48,38,0
15765,29,2,15,10,2,9,0,4,0,0,40,38,0
15766,43,2,1,7,2,5,0,4,0,0,40,38,0
15767,35,2,9,13,2,11,0,4,15024,0,50,38,1
15771,27,2,6,5,4,7,3,4,0,0,30,38,0
15772,21,2,5,4,4,2,3,4,0,0,40,38,0
15774,39,2,15,10,2,0,0,4,15024,0,40,38,1
15775,52,4,9,13,2,11,0,4,15024,0,55,38,1
15777,48,2,11,9,2,2,0,4,7688,0,70,38,1
15779,53,5,11,9,0,3,1,4,0,1092,40,38,0
15780,33,1,7,12,2,2,0,4,0,0,50,38,0
15781,37,2,0,6,4,2,3,4,0,0,35,38,0
15785,47,2,14,15,2,9,0,4,0,0,50,38,1
15786,36,4,11,9,2,4,0,4,0,0,70,38,0
15787,41,2,11,9,2,13,0,4,0,1887,45,38,1
15788,67,2,5,4,2,2,0,4,1797,0,40,38,0
15789,38,2,9,13,3,2,1,2,0,0,40,5,0
15790,47,4,12,14,4,3,1,2,0,0,25,38,0
15791,39,2,8,11,2,12,0,4,0,0,40,38,0
15793,36,2,11,9,4,7,3,2,0,0,35,38,0
15794,24,2,15,10,2,0,0,2,0,0,40,38,0
15795,50,4,11,9,2,4,0,4,0,0,84,38,0
15798,40,2,11,9,4,2,1,4,0,0,40,38,0
15801,34,2,8,11,2,2,0,4,0,0,50,38,0
15802,44,1,15,10,0,3,1,4,0,0,50,38,0
15804,44,2,11,9,4,3,1,4,0,1564,55,8,1
15806,45,3,7,12,2,9,0,4,0,0,50,38,1
15807,24,2,11,9,4,2,3,4,0,0,40,38,0
15808,34,2,11,9,0,0,3,4,0,0,40,38,0
15809,58,4,11,9,2,11,0,4,0,0,72,38,1
15810,39,2,11,9,2,2,0,4,0,0,45,38,0
15811,22,2,11,9,4,7,3,4,0,0,40,38,0
15813,32,0,14,15,2,9,0,4,15024,0,50,38,1
15814,45,5,11,9,0,13,1,4,0,0,48,38,0
15815,23,2,11,9,2,6,0,2,0,0,45,38,0
15816,35,2,7,12,2,2,0,4,0,0,45,38,0
15817,52,2,15,10,2,2,0,4,0,0,45,38,1
15818,55,2,15,10,0,2,1,4,0,0,40,38,0
15819,23,2,11,9,4,4,3,4,0,0,40,38,0
15821,27,2,11,9,2,0,0,4,0,0,40,38,0
15823,21,2,15,10,4,2,1,4,0,0,40,38,0
15825,32,2,2,8,2,6,0,4,0,0,40,38,0
15827,37,4,11,9,4,4,4,4,0,0,50,38,0
15828,61,2,5,4,3,6,1,4,0,0,40,12,0
15830,53,2,11,9,2,2,0,4,0,0,52,38,1
15831,43,2,12,14,4,9,1,4,0,0,50,38,1
15832,60,5,10,16,2,9,0,4,0,1902,40,38,1
15834,25,2,12,14,2,6,1,4,0,0,40,25,0
15837,47,2,3,2,3,4,1,4,0,0,12,25,0
15839,25,2,1,7,2,13,0,4,5178,0,40,30,1
15840,27,2,0,6,2,6,0,4,0,0,40,38,0
15843,23,2,5,4,2,13,0,4,0,0,32,38,0
15844,59,4,11,9,0,3,1,4,0,0,60,38,0
15847,46,1,12,14,2,9,0,2,0,0,38,38,1
15850,17,2,1,7,4,11,3,4,0,0,20,38,0
15851,27,2,15,10,4,3,1,4,0,0,45,38,0
15852,32,2,15,10,2,11,0,4,0,0,40,38,1
15853,53,2,11,9,0,7,1,2,0,0,40,38,0
15854,22,2,15,10,4,9,3,4,0,0,98,38,0
15856,47,4,9,13,2,9,0,4,0,2002,30,38,0
15857,68,4,15,10,2,11,0,4,0,0,40,38,1
15858,39,2,11,9,2,11,0,4,0,0,40,38,0
15862,21,2,11,9,4,5,2,4,0,0,38,22,0
15864,30,4,11,9,2,3,0,4,0,0,75,38,0
15867,40,5,9,13,2,9,2,4,0,0,40,38,0
15868,26,0,11,9,4,0,1,1,0,0,40,38,0
15869,57,4,8,11,2,2,0,4,0,0,40,38,1
15870,36,2,8,11,2,3,0,4,0,0,60,38,1
15872,49,5,9,13,0,9,1,4,0,0,40,38,0
15873,58,2,11,9,2,2,0,4,0,0,40,38,1
15874,32,2,15,10,0,3,1,2,0,0,40,38,0
15875,59,2,11,9,2,0,0,4,0,0,45,38,1
15877,37,2,9,13,2,3,0,1,0,0,40,19,0
15878,40,2,14,15,2,9,0,4,15024,0,45,38,1
15879,47,2,11,9,2,13,0,4,0,0,40,38,0
15880,56,2,9,13,2,9,0,4,0,0,45,38,1
15883,21,2,11,9,4,7,3,4,0,0,40,38,0
15886,22,4,15,10,4,4,3,4,0,0,20,38,0
15889,43,0,9,13,2,5,0,4,0,0,53,38,0
15890,60,2,15,10,2,11,0,4,0,0,55,38,0
15891,73,2,5,4,2,11,0,4,0,0,30,38,1
15893,62,0,11,9,2,0,0,4,0,0,38,38,0
15894,28,2,11,9,2,2,0,4,0,0,40,38,0
15895,45,2,15,10,2,2,0,4,0,0,40,38,0
15896,19,2,11,9,4,11,1,4,0,0,45,38,0
15897,30,2,11,9,4,2,1,4,0,0,35,38,0
15899,23,2,15,10,4,7,3,2,2202,0,80,38,0
15900,22,0,9,13,4,9,3,4,0,0,10,38,0
15902,45,0,7,12,0,0,4,1,0,2080,40,29,0
15904,42,1,0,6,2,5,0,4,99999,0,40,38,1
15905,62,4,11,9,2,4,0,4,0,0,35,38,0
15906,61,2,0,6,2,11,0,4,0,0,40,38,0
15907,34,2,9,13,0,11,1,0,0,1564,60,38,1
15909,56,2,12,14,2,9,0,4,0,0,40,38,1
15910,32,2,15,10,2,9,0,4,0,0,40,38,0
15912,26,2,11,9,0,2,1,4,0,0,40,38,0
15914,58,2,7,12,0,0,1,4,0,1876,40,38,0
15917,23,2,15,10,2,12,0,4,0,0,40,38,0
15918,54,2,15,10,2,0,0,4,0,0,40,38,0
15920,35,2,9,13,2,11,0,4,0,0,40,38,1
15921,30,2,15,10,2,9,0,4,0,0,25,38,1
15922,23,2,2,8,2,2,0,4,0,0,40,38,0
15923,42,2,15,10,2,12,0,4,0,0,50,38,1
15925,21,2,11,9,2,6,0,4,0,0,40,38,0
15926,37,2,9,13,4,2,1,4,0,0,40,38,0
15929,32,2,9,13,4,9,3,4,0,0,40,38,0
15935,35,2,11,9,4,6,4,4,6497,0,65,38,0
15937,34,5,11,9,4,7,3,2,0,0,42,38,0
15938,53,4,11,9,2,11,0,4,0,0,70,38,0
15939,23,2,0,6,2,2,0,4,0,0,40,31,0
15941,58,2,8,11,2,3,0,4,3908,0,40,38,0
15942,38,2,0,6,5,0,4,4,0,3770,40,38,0
15943,26,2,11,9,2,5,0,4,0,0,50,38,0
15944,60,2,9,13,2,3,0,4,0,0,50,38,1
15945,28,2,11,9,2,6,0,4,0,1672,50,38,0
15947,29,1,15,10,2,13,0,4,0,0,40,38,0
15949,41,2,5,4,2,4,0,4,0,0,36,38,0
15950,63,4,15,10,0,3,1,4,0,0,50,38,0
15954,41,2,14,15,2,9,0,4,0,0,45,38,1
15955,51,2,11,9,2,13,0,4,0,0,40,38,1
15956,59,2,15,10,2,2,0,4,0,0,40,38,1
15958,24,4,15,10,4,3,1,2,0,0,45,38,0
15961,47,1,9,13,2,9,0,4,0,0,40,38,1
15962,21,2,11,9,4,2,1,4,0,0,40,12,0
15963,38,2,5,4,2,4,0,4,0,0,40,38,0
15967,24,2,11,9,2,10,0,1,0,0,40,36,0
15968,38,2,15,10,2,11,0,4,7298,0,40,38,1
15969,19,2,11,9,4,7,3,4,0,0,24,38,0
15970,32,2,11,9,2,2,0,4,0,0,50,38,0
15971,63,4,15,10,2,3,0,4,0,0,60,38,1
15973,36,2,15,10,2,13,0,4,0,0,45,38,0
15974,41,2,9,13,0,13,3,2,6497,0,40,38,0
15975,57,2,15,10,4,10,1,4,0,0,40,38,0
15976,48,2,11,9,2,2,0,4,0,0,40,38,0
15978,25,2,15,10,4,3,3,1,0,0,40,2,0
15979,48,2,2,8,2,3,0,4,0,0,50,38,0
15981,74,4,11,9,2,11,0,4,0,0,55,38,0
15984,54,1,11,9,2,4,0,4,0,0,40,38,0
15985,39,2,11,9,2,5,0,4,0,0,48,38,1
15989,24,2,15,10,4,7,3,4,0,0,40,38,0
15990,19,4,6,5,4,9,1,4,0,0,35,25,0
15991,28,2,11,9,2,6,0,4,0,0,40,38,0
15992,28,2,11,9,5,5,1,3,0,0,30,38,0
15993,49,1,11,9,2,2,0,4,0,0,40,38,0
15994,50,2,9,13,2,2,0,4,0,0,40,38,0
15996,58,4,11,9,2,4,0,4,0,0,50,38,0
15998,41,0,15,10,2,3,0,2,0,0,40,38,1
16000,27,2,15,10,2,9,0,4,3103,0,50,38,1
16001,24,2,9,13,4,9,1,4,0,0,40,38,0
16008,35,5,9,13,5,3,1,4,0,0,42,38,0
16009,48,2,11,9,2,11,0,4,2885,0,15,38,0
16012,46,2,9,13,4,11,1,4,0,0,45,38,1
16014,24,2,5,4,2,11,0,4,2580,0,40,38,0
16015,57,2,11,9,0,2,1,4,0,0,40,38,0
16016,32,2,11,9,4,5,1,4,0,0,40,3,0
16017,41,2,7,12,2,3,0,2,0,0,50,18,1
16018,55,2,11,9,2,2,0,4,0,0,40,38,1
16022,45,2,11,9,2,7,0,4,3942,0,40,38,0
16023,33,2,11,9,4,0,1,2,0,0,40,38,0
16025,38,4,9,13,2,3,0,1,0,1902,65,38,1
16026,40,2,11,9,2,2,0,4,0,0,50,38,0
16030,24,2,11,9,4,6,3,4,0,0,40,38,0
16032,37,2,15,10,2,2,0,4,5178,0,75,38,1
16033,42,2,11,9,0,6,1,4,0,0,40,38,0
16037,22,2,11,9,2,2,0,4,0,0,40,38,0
16039,45,1,15,10,2,0,0,4,0,0,40,38,1
16040,29,4,11,9,4,2,1,4,0,0,50,38,1
16042,24,0,9,13,4,3,1,4,0,0,40,38,0
16045,28,3,8,11,4,11,1,4,0,0,60,38,0
16047,18,2,1,7,4,7,3,4,0,0,16,38,0
16048,59,2,5,4,2,10,0,4,0,0,40,32,0
16050,53,3,15,10,2,11,0,4,0,0,50,38,1
16052,51,2,11,9,2,13,0,4,0,0,50,38,1
16053,59,2,12,14,2,11,0,4,7298,0,55,38,1
16054,42,5,11,9,4,10,1,4,0,0,40,38,1
16057,32,2,15,10,4,5,3,4,0,0,40,38,0
16058,38,4,11,9,2,12,0,4,0,0,50,38,0
16061,30,2,11,9,4,2,1,4,0,0,40,38,0
16062,27,2,15,10,2,9,0,4,0,0,50,38,1
16066,32,2,9,13,2,6,0,4,0,0,50,38,0
16068,28,2,11,9,4,6,1,1,0,0,40,0,0
16069,44,2,11,9,2,3,0,4,0,0,40,25,0
16070,29,2,11,9,4,5,1,4,0,0,16,38,0
16071,57,5,11,9,2,2,0,4,0,0,40,38,0
16072,41,2,15,10,0,13,1,4,0,0,60,38,0
16073,34,4,1,7,2,13,0,4,0,0,60,38,0
16075,44,2,9,13,0,13,1,4,0,0,40,38,0
16076,57,2,3,2,2,5,0,4,0,0,22,38,0
16077,37,2,9,13,4,9,1,4,0,0,30,38,0
16078,35,2,9,13,2,9,0,4,0,0,16,38,1
16080,27,2,15,10,4,3,1,4,0,0,45,38,0
16083,37,4,10,16,2,9,0,4,0,0,60,38,0
16084,18,2,15,10,4,7,3,4,0,0,8,38,0
16087,40,2,11,9,0,6,1,4,0,1980,48,38,0
16088,54,2,15,10,0,6,1,4,0,0,60,38,0
16094,31,2,9,13,2,3,0,4,0,0,45,38,1
16095,35,2,11,9,4,6,3,4,0,0,40,38,0
16098,40,2,15,10,0,5,1,4,0,0,40,38,0
16099,35,2,11,9,2,5,0,4,0,0,45,38,0
16100,25,0,9,13,4,12,1,4,0,0,45,38,0
16101,58,2,11,9,0,5,1,4,0,0,40,38,0
16102,39,2,15,10,0,5,1,4,0,0,50,38,1
16104,23,2,11,9,2,3,0,4,0,0,54,38,0
16106,48,2,7,12,2,13,0,4,0,0,44,38,0
16107,41,2,9,13,2,5,0,4,0,0,40,10,0
16109,43,2,9,13,2,9,0,4,0,0,50,38,1
16110,18,2,15,10,4,7,3,4,0,1721,20,38,0
16111,24,0,9,13,4,1,1,4,0,0,40,38,0
16113,54,2,12,14,2,9,0,4,0,0,40,38,1
16114,60,2,5,4,2,2,0,4,0,0,40,38,0
16115,28,2,15,10,2,4,0,4,0,0,40,38,0
16116,41,2,11,9,2,13,0,4,0,0,40,38,1
16118,27,5,15,10,0,0,4,2,0,0,40,22,0
16120,63,1,9,13,0,2,1,2,0,0,35,27,0
16121,33,2,11,9,4,11,1,4,3325,0,50,38,0
16122,34,2,11,9,2,13,0,4,0,0,45,38,0
16124,51,2,11,9,2,10,0,4,0,0,40,38,0
16125,21,2,0,6,4,7,3,2,0,0,25,38,0
16126,50,2,11,9,2,2,0,4,0,0,40,38,1
16127,43,2,11,9,2,6,0,4,0,0,40,38,0
16128,27,2,11,9,2,2,0,4,2885,0,40,38,0
16132,47,2,7,12,0,13,1,2,0,0,40,38,0
16137,48,2,7,12,2,6,0,4,0,0,40,38,0
16139,58,4,15,10,2,4,0,4,0,2415,40,38,1
16143,40,0,12,14,4,9,1,4,0,0,40,38,0
16144,28,2,11,9,4,7,1,4,0,0,32,38,0
16145,42,2,12,14,2,11,0,4,0,0,40,6,0
16150,23,2,15,10,4,6,3,1,0,0,30,38,0
16152,39,2,12,14,4,11,1,4,0,0,50,38,1
16153,39,2,9,13,4,11,1,4,0,1876,50,38,0
16157,33,2,11,9,2,0,0,4,0,0,40,38,0
16159,55,2,11,9,2,13,0,4,0,0,32,38,0
16161,31,2,9,13,2,11,0,4,0,0,40,38,0
16162,35,4,6,5,2,2,0,4,0,0,40,38,0
16163,30,2,11,9,5,2,1,4,0,0,40,38,0
16164,57,3,15,10,2,11,0,4,0,0,50,38,1
16165,50,2,11,9,2,3,0,2,0,1887,55,38,1
16166,51,2,11,9,2,13,0,4,0,0,50,38,0
16167,47,2,11,9,2,11,0,4,4386,0,45,38,1
16168,37,2,9,13,4,9,1,4,0,0,45,38,1
16169,58,2,5,4,2,13,0,4,0,0,40,25,0
16171,34,2,15,10,4,6,1,4,0,0,40,8,1
16174,42,2,9,13,2,9,0,4,99999,0,40,38,1
16175,40,2,8,11,0,12,1,4,3325,0,40,38,0
16176,39,4,14,15,2,9,0,4,0,1977,50,38,1
16177,36,2,12,14,2,9,0,4,0,0,40,38,1
16180,37,2,15,10,2,5,0,2,0,0,40,38,1
16181,60,1,11,9,2,7,0,4,0,0,40,38,0
16182,56,2,11,9,2,2,0,4,0,0,40,38,1
16183,51,2,5,4,2,3,0,0,3908,0,47,38,0
16186,19,2,11,9,4,4,3,2,0,0,30,38,0
16188,58,2,9,13,2,3,0,4,0,0,40,38,1
16190,39,2,9,13,4,3,1,4,0,0,40,38,1
16194,32,2,12,14,4,0,1,4,0,0,40,38,0
16195,17,2,1,7,4,11,4,4,0,0,15,38,0
16198,70,2,11,9,2,11,0,4,3432,0,40,38,0
16199,30,2,11,9,4,4,3,4,0,0,40,38,0
16201,51,2,11,9,2,9,0,4,0,0,40,38,0
16202,19,2,15,10,4,0,2,4,0,0,30,26,0
16203,47,2,11,9,2,2,0,4,0,0,40,38,0
16204,41,2,9,13,2,9,0,4,7688,0,55,38,1
16205,36,2,15,10,2,6,0,4,0,1887,40,38,1
16206,30,2,15,10,2,2,0,4,0,0,40,38,1
16207,26,2,11,9,2,6,0,4,0,0,45,38,0
16208,41,1,9,13,0,9,1,4,0,0,20,38,0
16209,25,2,15,10,2,0,0,4,0,0,45,38,0
16210,62,2,6,5,2,7,0,4,0,0,40,38,0
16211,23,2,12,14,4,9,1,4,0,0,40,38,0
16213,25,2,11,9,4,11,3,0,6849,0,40,38,0
16215,48,2,11,9,4,5,1,4,0,0,40,38,0
16216,20,2,11,9,4,7,2,3,0,0,40,25,0
16218,19,2,15,10,4,5,3,4,0,0,10,38,0
16219,31,2,11,9,4,6,1,4,0,0,40,38,0
16220,36,2,9,13,2,3,0,4,7298,0,50,38,1
16222,40,2,11,9,4,11,3,2,0,0,40,38,0
16223,30,4,1,7,4,4,3,2,0,0,40,38,0
16224,28,4,15,10,4,2,1,4,0,1590,40,38,0
16225,57,2,6,5,2,2,0,2,0,0,40,38,1
16226,18,2,1,7,4,11,3,4,0,0,15,38,0
16227,54,2,11,9,2,2,0,4,0,0,40,38,1
16228,32,2,11,9,2,6,0,2,0,0,40,38,0
16229,52,2,12,14,4,9,1,4,0,0,40,38,0
16232,18,2,15,10,4,7,3,4,0,0,20,38,0
16233,37,4,11,9,4,2,1,4,0,0,35,38,0
16234,52,2,11,9,2,6,0,2,0,0,40,38,1
16235,59,2,6,5,4,7,1,2,0,0,50,38,0
16236,27,2,8,11,4,6,1,4,0,0,40,38,0
16237,43,0,11,9,2,6,0,4,0,0,40,38,0
16238,56,2,15,10,2,2,0,4,0,0,40,38,1
16239,44,4,15,10,2,4,0,4,0,0,72,38,0
16240,37,2,8,11,4,2,1,4,0,0,45,38,0
16241,28,2,8,11,0,3,1,4,10520,0,50,38,1
16243,58,4,9,13,2,3,0,4,0,0,50,38,0
16244,29,2,11,9,2,2,0,4,0,0,45,38,0
16245,37,2,7,12,2,11,0,4,0,0,40,38,0
16246,35,3,14,15,2,9,0,4,0,0,50,38,1
16247,36,2,8,11,0,2,1,4,0,0,38,38,0
16248,52,2,11,9,2,0,0,4,0,0,48,38,0
16249,30,2,11,9,0,13,1,4,0,0,40,38,0
16250,22,2,6,5,4,2,3,4,0,0,40,38,0
16251,55,4,7,12,2,11,0,4,0,0,60,38,0
16253,33,2,11,9,0,5,4,4,0,0,30,38,0
16254,46,2,15,10,2,11,0,4,0,0,50,38,0
16256,28,2,0,6,3,2,4,4,0,0,40,25,0
16258,36,2,11,9,5,0,1,4,0,0,40,3,0
16259,43,4,9,13,2,2,0,4,0,0,40,38,1
16261,56,2,9,13,2,3,0,4,0,0,42,38,1
16262,24,1,15,10,4,10,3,4,0,0,40,38,0
16263,40,2,11,9,2,11,0,4,0,0,60,38,0
16264,45,3,7,12,2,3,0,4,0,0,50,38,1
16268,36,4,14,15,2,9,0,4,0,0,60,38,1
16269,50,4,14,15,2,9,0,4,0,0,50,38,1
16271,31,2,8,11,4,13,3,4,0,1980,60,38,0
16272,63,2,15,10,2,9,0,4,0,0,40,38,0
16273,41,2,8,11,2,3,0,4,0,0,40,38,0
16274,48,2,11,9,2,6,0,4,0,0,40,38,0
16276,24,2,11,9,2,6,0,4,0,0,40,38,0
16277,34,2,15,10,0,9,1,2,0,0,40,10,1
16279,26,2,8,11,4,2,3,4,0,0,48,38,0
16280,27,2,11,9,4,5,3,4,0,0,40,38,0
16281,55,2,8,11,2,3,0,4,0,0,40,38,0
16282,38,2,11,9,2,3,0,4,0,0,40,38,1
16284,51,4,7,12,2,11,0,4,0,0,40,38,1
16285,56,2,2,8,2,9,0,4,0,0,40,38,1
16286,39,2,7,12,2,6,0,4,0,0,40,38,0
16287,50,2,15,10,2,2,0,4,0,0,40,38,1
16288,34,1,9,13,2,9,0,4,0,2051,40,38,0
16289,44,2,11,9,0,11,1,4,3674,0,50,38,0
16290,21,2,11,9,4,10,3,4,0,0,40,38,0
16291,37,2,15,10,2,6,0,4,0,0,70,38,0
16295,38,2,11,9,2,6,0,4,0,0,65,38,1
16296,19,2,11,9,4,0,3,4,0,0,12,38,0
16297,46,2,11,9,2,2,0,4,0,0,40,38,0
16300,38,2,11,9,2,2,0,4,0,0,50,38,0
16302,83,4,11,9,6,3,1,4,0,0,8,38,0
16303,34,2,15,10,2,12,0,4,0,0,40,38,1
16304,38,2,11,9,2,2,0,4,0,0,40,38,0
16307,38,2,11,9,2,2,0,4,0,0,60,38,0
16308,25,2,15,10,4,7,1,4,0,0,25,38,0
16309,38,2,11,9,2,12,0,4,0,0,40,38,0
16310,52,2,9,13,2,3,0,4,0,0,48,38,1
16311,33,5,12,14,4,9,1,4,0,0,50,38,0
16315,34,2,11,9,5,5,1,4,2463,0,40,38,0
16317,17,2,6,5,4,7,3,2,0,0,26,38,0
16318,22,2,11,9,4,7,3,2,0,0,80,38,0
16319,22,2,11,9,4,5,1,2,0,0,40,38,0
16320,46,2,15,10,2,11,0,4,0,1887,40,38,1
16324,61,2,11,9,2,0,0,4,0,0,40,38,0
16325,32,2,8,11,2,2,0,4,0,0,45,38,0
16326,50,2,9,13,2,3,0,1,0,0,40,29,1
16327,51,2,11,9,2,2,0,4,0,0,40,38,0
16329,20,2,15,10,4,2,3,4,0,0,40,38,0
16330,38,1,9,13,2,3,0,2,0,0,40,38,0
16331,44,0,8,11,2,2,0,2,0,0,40,38,1
16332,28,2,8,11,4,11,1,4,0,0,50,38,0
16334,53,2,10,16,0,9,1,4,0,0,50,38,0
16335,42,4,9,13,2,11,0,4,0,0,45,38,0
16336,47,2,12,14,2,9,0,1,0,0,45,18,0
16338,38,4,11,9,4,4,1,4,0,0,60,38,0
16339,34,5,9,13,4,9,3,4,0,0,50,38,0
16343,43,2,8,11,0,9,1,4,0,0,48,38,0
16344,28,2,15,10,4,3,1,4,0,1669,60,38,0
16347,46,5,9,13,2,9,0,4,0,0,38,38,0
16350,66,2,12,14,2,11,0,4,0,0,40,38,0
16352,54,2,9,13,2,11,0,4,7688,0,50,38,1
16353,38,2,11,9,4,9,1,4,0,0,40,38,0
16357,31,2,12,14,4,9,1,2,0,0,40,38,0
16358,50,2,11,9,2,6,0,4,0,0,50,38,0
16359,30,4,11,9,2,2,0,4,0,0,60,38,0
16363,45,2,9,13,2,0,0,4,0,0,15,38,0
16367,28,2,4,3,2,6,0,4,0,0,40,25,0
16368,53,2,11,9,0,5,1,4,0,0,40,38,0
16369,33,4,1,7,0,5,1,4,0,0,7,38,0
16370,34,1,12,14,2,9,0,2,0,0,40,38,0
16371,41,2,15,10,2,7,0,4,0,0,48,38,0
16372,67,2,15,10,2,5,0,4,9386,0,24,4,1
16375,41,2,11,9,2,13,0,4,0,0,40,38,0
16376,30,2,9,13,2,9,0,3,0,0,40,38,0
16377,54,4,9,13,0,3,1,4,0,0,50,38,0
16378,33,2,11,9,0,7,4,2,0,0,40,38,0
16384,21,2,11,9,4,7,3,4,0,0,40,38,0
16385,25,2,9,13,2,9,0,4,0,0,40,38,0
16386,38,2,11,9,2,2,0,4,0,0,41,38,0
16389,38,2,9,13,2,2,0,4,0,0,40,38,0
16390,48,1,7,12,2,10,0,4,0,0,56,38,1
16391,25,2,11,9,4,7,1,2,0,0,40,23,0
16392,57,2,12,14,4,3,1,4,0,0,40,4,0
16394,39,1,9,13,5,9,1,2,0,0,30,38,0
16396,21,2,11,9,4,5,4,4,0,0,45,38,0
16400,41,0,15,10,3,0,1,2,4650,0,40,38,0
16402,24,2,11,9,4,2,1,4,0,0,42,38,0
16403,57,2,9,13,2,3,0,4,15024,0,50,38,1
16405,32,2,11,9,2,13,0,4,0,0,40,38,0
16406,28,4,8,11,2,2,0,4,0,0,45,38,0
16407,40,2,9,13,2,3,0,4,0,0,75,38,1
16408,21,5,15,10,4,9,3,4,0,0,20,38,0
16409,45,4,9,13,2,11,0,4,0,0,40,38,1
16411,55,2,0,6,2,13,0,4,0,0,50,38,0
16412,42,2,15,10,2,0,0,2,0,0,40,38,0
16413,49,2,11,9,2,0,0,4,0,0,38,38,0
16414,38,2,11,9,2,5,0,4,0,0,40,38,0
16415,50,2,9,13,4,3,1,4,0,0,40,38,0
16416,47,2,11,9,2,6,0,4,0,0,48,38,1
16418,39,2,9,13,2,11,0,4,0,0,40,1,1
16419,42,2,11,9,2,13,0,4,0,0,30,38,0
16422,50,3,14,15,2,9,0,4,99999,0,80,38,1
16424,37,2,11,9,4,6,3,4,0,0,40,38,0
16426,56,2,1,7,2,13,0,4,0,0,40,38,0
16427,33,4,2,8,4,2,1,2,0,0,32,38,0
16428,35,2,9,13,2,12,0,4,0,0,40,38,1
16429,44,2,11,9,4,7,4,4,0,0,40,38,0
16430,57,5,11,9,2,3,0,4,0,0,40,38,1
