,age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,income >50K
17891,22,2,11,9,4,0,1,4,0,0,40,38,0
17896,55,2,11,9,0,3,1,4,0,0,60,38,0
17898,54,2,15,10,2,2,5,4,0,0,40,38,0
17899,39,1,15,10,4,0,1,4,2202,0,44,38,0
17903,58,5,11,9,0,0,4,4,0,0,40,38,0
17907,18,2,1,7,4,9,3,4,0,0,16,38,0
17915,35,5,11,9,4,7,4,2,0,0,40,38,0
17916,44,2,9,13,4,9,1,4,0,0,45,25,0
17923,48,2,11,9,0,6,2,3,0,0,38,6,0
17928,29,2,11,9,2,7,5,4,0,0,40,4,0
17932,71,2,11,9,6,11,2,4,0,0,16,38,0
17935,23,2,9,13,4,0,1,4,0,0,40,38,0
17938,41,2,15,10,2,0,5,4,0,0,40,38,1
17941,56,2,0,6,0,0,4,2,0,0,36,38,0
17942,26,2,11,9,0,11,4,4,0,0,40,38,0
17943,36,0,11,9,0,0,4,4,0,0,40,38,0
17944,26,1,9,13,4,9,3,2,0,0,42,38,0
17947,41,2,15,10,0,11,1,1,0,0,32,38,0
17951,21,5,15,10,4,9,3,4,0,0,20,38,0
17954,58,2,9,13,4,9,1,4,0,0,60,38,0
17956,36,2,11,9,5,11,4,2,0,0,17,38,0
17958,33,3,11,9,6,11,4,4,0,0,40,38,0
17959,19,2,15,10,4,7,3,4,0,0,18,38,0
17960,26,2,11,9,5,0,4,2,0,0,40,38,0
17961,37,2,11,9,4,5,4,2,0,0,30,38,0
17964,18,2,1,7,4,3,3,4,0,0,25,38,0
17967,50,2,15,10,0,9,4,4,0,0,40,38,0
17968,43,2,9,13,2,9,5,4,15024,0,50,38,1
17970,28,4,11,9,2,11,5,4,0,0,40,38,0
17976,26,2,9,13,4,9,1,4,0,0,45,38,0
17977,47,2,11,9,4,0,2,4,0,0,40,38,0
17979,22,2,9,13,4,11,1,4,0,0,16,38,0
17980,36,2,15,10,0,6,3,4,0,0,30,38,0
17982,33,2,11,9,2,7,5,4,0,0,38,7,0
17984,53,3,9,13,2,0,5,1,0,0,50,34,0
17988,54,4,15,10,0,11,1,4,0,0,35,38,0
17990,31,2,15,10,4,0,1,4,2463,0,38,38,0
17992,44,2,11,9,0,7,4,4,0,0,40,38,0
17995,26,5,7,12,4,0,4,2,0,0,40,38,0
18003,30,0,14,15,4,9,1,2,0,0,40,38,0
18005,47,2,15,10,2,0,5,2,0,0,48,38,1
18011,44,1,15,10,6,0,4,4,0,0,15,38,0
18018,24,2,9,13,4,0,1,4,0,0,30,38,0
18020,45,1,12,14,0,9,1,4,0,0,35,38,0
18022,22,2,15,10,4,11,3,4,0,0,30,38,0
18027,64,2,9,13,6,9,1,4,0,0,30,38,0
18029,44,4,8,11,6,9,4,4,0,0,40,38,0
18031,44,2,11,9,0,0,1,1,0,0,40,39,0
18033,33,1,11,9,6,7,4,4,0,0,40,38,0
18038,31,2,7,12,0,7,1,4,0,0,32,38,0
18045,23,2,15,10,2,3,5,2,0,0,40,38,0
18050,36,2,11,9,2,0,5,4,0,0,40,38,1
18051,52,2,4,3,6,7,4,4,0,0,40,25,0
18057,23,2,15,10,4,0,1,4,0,0,40,38,0
18059,22,2,15,10,4,0,3,4,0,0,15,38,0
18064,31,2,9,13,2,3,5,4,0,0,50,38,1
18067,27,2,9,13,4,3,3,4,0,0,40,38,0
18069,40,2,11,9,0,5,1,4,0,0,48,38,0
18070,30,2,11,9,4,11,1,4,0,1602,30,38,0
18074,34,0,15,10,1,0,5,4,0,0,40,38,1
18083,38,2,12,14,4,0,1,4,0,0,50,21,1
18088,47,2,11,9,2,7,5,2,0,0,30,38,0
18092,37,1,8,11,4,7,4,2,0,0,32,38,0
18095,68,2,15,10,4,0,1,4,0,0,40,38,0
18096,22,1,15,10,4,0,1,1,0,0,40,39,0
18104,41,2,11,9,0,8,1,4,0,0,40,12,0
18105,25,2,9,13,4,7,1,4,0,0,37,38,0
18110,26,2,9,13,4,0,1,2,0,0,40,38,0
18113,44,2,9,13,4,0,1,4,0,1617,20,38,0
18124,32,2,6,5,5,7,4,3,0,0,40,25,0
18126,51,4,11,9,0,3,1,4,99999,0,35,38,1
18130,40,2,11,9,0,0,4,4,0,0,45,8,0
18131,46,2,8,11,0,0,1,4,0,0,40,38,0
18133,30,2,11,9,4,11,1,4,0,1980,40,38,0
18145,27,2,9,13,4,0,1,4,0,0,45,38,0
18151,41,5,11,9,4,13,1,4,14344,0,40,38,1
18153,34,2,9,13,2,11,5,4,0,0,40,38,1
18156,29,0,9,13,4,9,1,4,0,0,40,38,0
18158,26,2,9,13,4,7,1,4,0,0,25,38,0
18160,44,2,15,10,0,0,1,1,0,0,37,38,0
18163,22,1,7,12,4,0,3,2,0,0,35,13,0
18168,49,2,1,7,2,8,2,4,0,0,40,38,0
18169,41,5,11,9,2,0,5,4,0,0,40,38,0
18170,52,2,15,10,0,0,4,4,0,0,40,38,0
18172,53,0,15,10,4,9,4,4,0,0,40,38,0
18178,20,4,11,9,0,11,1,4,0,0,30,38,0
18182,49,2,11,9,5,9,4,4,0,653,60,38,0
18184,22,2,11,9,4,7,3,4,0,0,40,38,0
18187,46,2,15,10,3,11,4,4,0,0,40,38,0
18189,42,2,14,15,2,11,5,0,15024,0,40,34,1
18191,57,2,11,9,0,0,2,2,0,0,40,38,0
18192,35,2,15,10,0,0,4,4,0,0,39,38,0
18195,36,2,15,10,0,3,4,4,0,0,40,38,0
18207,44,2,9,13,3,3,4,4,0,0,40,38,0
18211,30,2,15,10,4,11,3,4,0,0,40,7,0
18212,20,2,15,10,4,0,1,4,0,0,40,38,0
18213,21,2,15,10,4,0,3,1,0,0,40,38,0
18220,43,5,11,9,3,3,4,4,0,0,40,38,0
18221,48,2,8,11,0,7,3,4,0,0,40,38,0
18237,23,2,11,9,4,7,1,4,0,0,35,38,0
18240,58,2,12,14,4,0,1,4,0,0,24,38,1
18243,37,2,11,9,0,0,4,2,0,0,40,38,0
18252,29,2,7,12,2,11,5,3,7688,0,45,38,1
18255,30,2,9,13,2,9,5,4,0,0,40,38,0
18260,42,2,7,12,0,3,4,4,0,0,40,38,0
18263,23,2,9,13,4,3,3,4,0,0,40,38,0
18266,57,2,11,9,0,0,1,4,0,0,45,38,0
18267,35,2,15,10,2,0,5,4,3908,0,27,38,0
18269,27,2,15,10,4,0,1,4,0,0,15,38,0
18270,27,1,15,10,4,10,3,4,0,0,40,38,1
18279,72,2,11,9,2,3,5,4,0,0,50,8,0
18280,65,2,15,10,6,0,1,4,0,0,40,38,0
18282,39,5,11,9,2,0,5,4,0,0,40,38,0
18296,39,2,15,10,0,7,1,4,0,0,20,38,0
18299,26,2,15,10,4,0,1,4,0,0,40,38,0
18301,31,5,15,10,4,7,3,4,0,0,65,38,0
18306,27,2,15,10,0,0,4,2,0,0,36,38,0
18315,42,1,9,13,4,0,1,4,99999,0,40,38,1
18320,38,2,9,13,2,3,5,4,0,0,40,38,0
18323,49,4,10,16,2,9,5,4,0,0,35,38,1
18324,26,2,9,13,4,0,3,4,0,0,40,38,0
18325,28,2,11,9,0,13,4,2,0,0,20,38,0
18329,39,2,15,10,0,3,4,4,0,625,40,38,0
18340,53,2,4,3,2,7,2,4,0,0,24,21,0
18346,43,5,11,9,0,12,1,4,0,0,40,38,0
18348,34,2,0,6,5,7,4,4,0,0,36,38,0
18353,40,2,15,10,0,7,1,4,0,0,48,38,0
18354,45,2,11,9,6,11,4,4,0,0,45,38,0
18355,43,2,11,9,5,5,4,2,0,0,45,38,0
18363,21,2,11,9,4,0,3,4,0,0,40,38,0
18369,32,1,9,13,0,0,4,1,0,0,46,38,0
18375,21,2,15,10,4,7,3,4,0,0,30,38,0
18381,52,5,9,13,6,3,4,4,0,0,55,38,0
18388,36,2,11,9,4,7,4,4,0,0,30,38,0
18389,17,1,1,7,4,9,3,4,0,0,40,38,0
18391,39,2,11,9,4,6,4,2,0,0,40,38,0
18395,47,1,9,13,0,9,1,2,0,0,40,38,0
18397,32,2,11,9,0,0,4,4,0,0,40,38,0
18401,42,1,12,14,2,9,5,4,0,0,38,38,1
18407,32,2,11,9,4,0,1,4,0,0,42,38,0
18413,90,2,9,13,4,9,3,4,0,0,10,38,0
18414,41,2,14,15,2,3,5,4,0,0,50,23,1
18417,24,2,15,10,4,7,1,4,0,0,53,38,0
18418,35,2,11,9,2,0,5,4,0,1887,42,38,1
18420,46,2,9,13,5,3,4,4,0,0,40,38,0
18421,19,1,15,10,4,0,3,4,0,1721,30,38,0
18424,35,2,11,9,4,0,1,4,0,0,40,38,0
18425,65,2,11,9,6,11,1,4,0,0,24,38,0
18430,34,3,12,14,4,3,1,4,4787,0,45,9,1
18434,58,2,11,9,0,7,4,4,0,0,25,38,0
18436,33,0,15,10,2,12,5,4,4064,0,40,38,0
18446,29,1,7,12,0,7,4,4,0,0,13,38,0
18455,51,2,11,9,0,9,4,4,0,0,40,38,1
18460,29,2,15,10,4,0,1,4,0,0,40,38,0
18461,21,2,15,10,4,11,3,2,0,0,40,38,0
18464,50,2,15,10,0,11,1,4,0,0,40,38,0
18465,65,2,11,9,0,7,2,4,0,0,14,38,0
18467,44,2,1,7,5,7,4,2,0,0,30,38,0
18472,32,2,7,12,0,0,4,4,0,0,40,38,0
18474,20,2,15,10,4,0,3,4,0,0,20,38,0
18482,29,1,8,11,2,12,5,4,0,0,35,26,1
18487,34,2,11,9,0,6,4,4,0,0,20,38,0
18491,60,2,8,11,0,9,4,4,0,0,40,38,0
18498,62,2,6,5,6,7,4,2,0,0,25,38,0
18501,62,2,11,9,6,11,1,4,0,0,32,38,0
18503,49,2,1,7,0,3,1,4,0,0,38,38,0
18504,32,5,15,10,4,10,4,2,3887,0,40,38,0
18509,30,2,11,9,0,7,2,1,0,0,40,34,0
18510,21,2,15,10,4,11,3,4,0,0,20,38,0
18511,33,2,14,15,2,3,5,4,0,0,40,38,1
18513,33,2,1,7,4,0,4,2,0,0,38,38,0
18514,70,2,5,4,6,7,1,4,0,0,35,38,0
18523,26,2,9,13,4,3,1,4,0,0,40,38,0
18526,22,2,9,13,4,9,1,4,0,0,9,38,0
18533,49,2,15,10,0,5,4,2,0,0,40,38,0
18539,36,2,11,9,4,11,1,4,0,0,40,38,0
18542,67,3,11,9,2,9,5,4,20051,0,30,8,1
18546,21,2,15,10,4,7,1,4,0,0,40,38,0
18547,36,2,15,10,0,3,4,2,0,0,38,38,0
18548,24,2,11,9,4,6,2,2,0,0,30,38,0
18550,54,0,11,9,6,0,4,4,0,0,35,38,0
18553,41,2,11,9,2,13,5,4,0,0,40,38,0
18554,37,3,12,14,0,3,1,4,0,0,70,38,0
18570,32,2,9,13,4,9,1,2,0,0,40,38,0
18576,23,2,15,10,4,3,3,3,0,0,40,38,0
18578,30,2,11,9,2,3,2,4,0,0,40,38,0
18579,38,2,9,13,4,7,3,4,0,0,35,38,0
18581,19,2,2,8,4,7,3,4,0,0,20,38,0
18584,33,2,6,5,4,11,4,4,0,0,40,38,0
18586,54,2,12,14,2,3,5,4,0,0,55,38,1
18587,23,2,15,10,4,3,1,4,0,0,50,38,0
18589,37,2,6,5,4,8,1,4,0,0,30,7,0
18593,17,2,1,7,4,7,3,2,0,0,25,38,0
18594,37,2,11,9,6,0,4,4,0,0,68,38,0
18596,59,0,9,13,3,3,1,4,0,0,40,38,0
18602,29,2,11,9,2,7,5,4,4386,0,40,38,1
18603,33,4,8,11,0,7,4,4,0,0,99,38,0
18607,60,2,11,9,6,7,1,4,0,0,44,38,0
18608,44,2,0,6,4,11,4,3,0,0,35,5,0
18610,52,0,2,8,4,7,4,2,0,0,40,38,0
18612,30,2,9,13,6,9,4,4,0,0,55,38,1
18614,20,2,15,10,4,7,1,4,0,0,32,38,0
18616,33,2,8,11,5,0,3,2,0,0,50,38,0
18617,25,2,11,9,4,7,1,2,0,0,35,38,0
18618,63,2,11,9,5,2,1,4,0,0,20,38,0
18620,43,2,11,9,5,11,1,4,0,0,30,38,0
18621,58,2,1,7,6,6,1,4,0,0,40,38,0
18623,35,2,8,11,4,0,3,4,14344,0,40,38,1
18628,41,2,11,9,0,2,4,4,1506,0,50,38,0
18629,43,4,9,13,2,9,5,4,0,0,35,38,0
18631,46,2,11,9,4,0,3,4,0,0,40,38,0
18634,45,2,7,12,4,0,1,2,0,0,40,38,0
18636,29,2,7,12,4,0,1,1,0,0,40,38,0
18638,36,2,11,9,0,11,4,2,0,0,25,38,0
18640,43,2,11,9,4,0,1,2,0,0,40,38,0
18646,48,2,4,3,0,6,4,3,0,0,40,5,0
18649,66,1,12,14,6,9,1,4,0,0,40,38,0
18651,52,2,15,10,2,0,5,4,0,0,35,38,1
18656,24,2,15,10,4,0,4,4,0,0,40,38,0
18667,31,2,11,9,4,4,1,2,0,0,60,38,0
18668,23,2,11,9,2,0,2,4,0,0,35,38,0
18674,33,1,12,14,2,9,5,4,0,0,40,38,0
18675,30,4,15,10,2,0,5,4,0,0,20,38,1
18683,37,2,5,4,4,6,3,4,0,0,25,38,0
18689,32,1,12,14,4,9,1,4,0,0,40,38,0
18692,20,2,11,9,4,6,4,4,0,0,45,38,0
18700,20,2,11,9,4,6,3,4,0,0,30,38,0
18703,73,0,15,10,6,12,1,4,3273,0,40,38,0
18719,32,1,11,9,0,0,4,4,0,0,40,38,0
18721,18,2,2,8,4,8,1,4,0,0,30,38,0
18723,26,2,9,13,4,9,3,4,0,0,40,38,0
18724,24,2,11,9,4,9,3,4,0,0,45,38,0
18726,20,2,15,10,4,0,3,4,0,0,40,25,0
18728,58,1,9,13,0,9,1,4,0,0,50,38,0
18732,36,1,9,13,0,9,1,4,0,0,60,38,0
18742,46,2,9,13,0,6,4,3,0,0,40,32,0
18744,46,0,15,10,5,0,4,4,0,0,40,38,0
18745,43,2,6,5,4,6,4,2,0,625,40,38,0
18746,43,2,15,10,0,0,1,4,0,0,40,38,0
18749,22,2,15,10,4,9,1,4,0,0,35,38,0
18751,35,2,15,10,0,7,4,4,0,0,40,38,0
18756,23,2,15,10,2,11,3,4,0,0,16,38,0
18757,36,2,4,3,5,8,4,3,0,0,35,25,0
18760,46,2,6,5,0,7,4,4,0,0,40,38,0
18761,41,2,15,10,0,2,1,4,0,0,50,38,0
18764,52,3,12,14,0,3,1,2,0,0,50,38,0
18767,46,2,15,10,4,0,1,4,0,0,40,38,0
18776,44,2,15,10,0,11,4,4,0,1408,46,38,0
18777,54,2,1,7,0,2,3,4,0,0,50,38,1
18780,26,2,9,13,4,9,4,2,0,0,35,38,0
18784,21,2,0,6,4,7,1,4,0,0,35,38,0
18786,34,2,11,9,4,8,1,4,0,0,40,25,0
18791,28,1,15,10,4,3,3,4,0,0,40,38,0
18799,23,2,15,10,4,11,3,4,0,0,20,38,0
18800,17,2,0,6,2,11,3,4,0,0,30,38,0
18801,23,1,11,9,4,7,1,4,0,0,40,38,0
18803,33,2,7,12,4,9,1,4,0,0,40,38,0
18807,21,2,11,9,4,0,3,4,0,0,40,38,0
18808,45,2,11,9,0,0,1,1,0,1590,40,23,0
18810,26,2,0,6,0,5,1,4,0,0,30,38,0
18811,41,2,1,7,6,7,4,4,0,0,40,38,0
18813,47,5,11,9,0,0,4,1,0,0,40,38,0
18818,25,2,7,12,0,12,3,4,0,1594,25,38,0
18822,38,2,9,13,4,0,1,4,0,0,50,38,0
18824,25,2,15,10,4,9,3,4,0,0,40,38,0
18829,27,2,15,10,4,7,3,4,0,0,40,38,0
18832,90,2,12,14,4,3,3,4,0,0,40,38,0
18836,19,2,15,10,4,7,3,4,0,0,4,38,0
18843,35,5,7,12,6,3,1,4,0,0,40,38,0
18850,27,4,15,10,2,7,5,4,0,0,50,38,0
18853,36,2,9,13,2,11,5,4,0,0,35,38,1
18854,36,2,3,2,6,7,2,4,0,0,20,25,0
18855,25,1,11,9,0,12,4,4,0,0,40,38,0
18859,36,1,12,14,2,9,5,4,0,0,40,38,0
18860,30,2,9,13,4,12,1,4,4787,0,45,38,1
18861,53,1,15,10,0,7,1,4,0,0,40,38,0
18869,33,2,9,13,4,0,1,4,0,0,50,38,0
18870,27,2,11,9,4,11,2,2,0,0,32,5,0
18873,27,2,7,12,4,3,1,4,0,0,40,38,1
18874,44,2,11,9,2,5,5,4,3137,0,30,38,0
18877,18,2,2,8,4,11,3,2,0,0,20,38,0
18880,35,2,11,9,0,5,4,2,0,0,36,38,0
18885,46,0,15,10,0,0,1,4,0,0,40,38,0
18894,26,2,11,9,4,0,3,2,0,0,40,38,0
18895,35,2,11,9,1,7,5,4,0,0,40,38,1
18896,48,2,11,9,0,3,4,1,0,0,40,38,0
18899,58,4,11,9,2,3,5,4,0,0,10,38,1
18901,30,2,8,11,5,9,4,4,0,0,40,38,0
18903,26,1,9,13,4,9,3,2,0,0,40,38,0
18904,26,1,9,13,4,9,3,4,0,0,40,38,0
18908,55,2,11,9,0,11,1,4,0,0,37,38,0
18915,31,4,12,14,5,12,1,4,0,0,25,38,0
18919,46,5,15,10,0,0,4,4,0,0,48,38,0
18920,45,2,11,9,0,6,1,4,0,0,40,38,0
18921,39,2,0,6,4,7,4,4,0,0,25,25,0
18922,34,1,15,10,4,0,4,4,0,0,18,38,0
18925,56,2,15,10,4,0,1,4,0,0,40,1,0
18926,47,2,11,9,5,9,2,3,0,0,40,32,0
18927,35,2,15,10,2,7,5,4,0,0,40,38,1
18929,43,1,9,13,5,9,4,4,0,0,40,38,0
18933,32,2,15,10,3,13,1,4,0,0,37,38,0
18936,27,2,11,9,4,0,1,4,0,0,52,38,0
18940,65,2,11,9,6,0,4,4,0,0,40,38,0
18944,44,0,15,10,0,0,4,2,0,0,40,38,0
18945,20,2,15,10,4,11,3,4,0,0,13,38,0
18950,23,2,9,13,4,12,1,4,0,0,40,38,0
18957,33,2,11,9,2,11,5,4,0,0,20,38,0
18958,52,2,15,10,0,0,4,4,0,0,45,38,0
18963,31,2,15,10,0,7,1,4,0,0,15,38,0
18965,45,2,15,10,0,12,1,4,0,0,45,38,0
18969,37,2,11,9,0,11,4,4,0,0,40,38,0
18970,20,2,11,9,4,0,3,2,0,0,20,38,0
18974,18,2,15,10,4,11,3,4,0,0,30,38,0
18976,24,2,9,13,5,3,1,4,0,0,40,38,0
18978,46,2,9,13,6,0,1,4,0,0,25,38,0
18985,45,1,12,14,0,9,4,4,0,0,40,38,0
18991,24,2,11,9,0,10,3,4,0,1762,40,38,0
18993,31,1,9,13,4,9,1,4,0,0,50,38,0
18994,55,2,15,10,0,7,4,4,0,0,38,38,0
18995,46,2,7,12,0,11,4,4,0,0,38,38,0
18997,56,2,11,9,6,7,4,4,0,0,40,38,0
19003,17,2,1,7,4,0,2,4,0,0,10,38,0
19004,21,2,0,6,4,9,4,2,0,0,40,38,0
19005,45,2,9,13,4,9,1,4,0,0,40,38,1
19007,56,2,2,8,6,7,4,2,0,0,40,38,0
19009,31,2,5,4,4,6,1,3,0,0,40,25,0
19018,49,4,11,9,0,7,4,4,0,0,40,38,0
19019,28,2,11,9,4,3,3,4,0,0,40,38,0
19026,21,2,11,9,4,0,1,4,0,0,40,38,0
19027,41,0,9,13,2,0,5,1,0,0,40,29,1
19034,44,2,11,9,0,7,4,4,0,0,33,38,0
19040,42,2,11,9,2,9,5,4,0,0,40,38,0
19044,23,2,15,10,4,9,3,4,0,0,25,38,0
19045,81,5,3,2,6,7,1,4,0,0,20,38,0
19047,38,2,0,6,0,6,1,1,0,0,40,31,0
19048,21,2,15,10,4,3,1,4,0,0,38,38,0
19050,34,2,9,13,4,3,1,4,0,0,40,38,0
19051,47,2,11,9,4,7,1,4,0,0,40,38,0
19054,56,2,9,13,4,9,1,4,2907,0,52,4,0
19056,42,5,15,10,0,0,3,4,0,0,38,38,0
19059,53,2,11,9,0,6,1,4,0,0,40,33,0
19060,58,2,11,9,0,11,1,4,0,0,24,38,0
19063,41,4,15,10,0,9,1,4,0,0,15,38,0
19064,31,2,5,4,5,2,1,4,0,0,40,38,0
19069,55,0,15,10,2,0,5,4,0,0,40,38,1
19070,51,2,4,3,2,2,2,4,0,0,40,38,0
19071,62,2,15,10,4,0,1,4,0,0,40,38,0
19077,57,1,11,9,6,7,4,4,0,0,30,38,0
19078,60,1,9,13,2,9,5,4,0,0,45,38,1
19081,21,2,15,10,4,0,3,4,0,0,8,38,0
19084,52,4,9,13,2,0,5,4,99999,0,30,38,1
19089,58,0,15,10,6,9,4,0,0,0,40,38,0
19091,19,2,2,8,4,0,3,4,0,0,25,38,0
19092,44,2,15,10,0,3,2,4,0,0,45,38,0
19097,62,1,10,16,6,9,4,4,0,0,40,19,0
19100,19,2,11,9,4,11,3,4,0,0,12,38,0
19101,60,2,11,9,2,7,5,4,0,0,40,38,0
19104,18,2,11,9,4,0,3,4,0,0,40,38,0
19106,19,2,15,10,4,7,3,4,0,0,15,38,0
19107,51,2,11,9,0,9,1,4,0,0,40,38,0
19109,18,2,0,6,4,7,3,4,0,0,20,38,0
19110,41,2,15,10,3,11,4,2,0,0,40,38,0
19111,27,2,15,10,4,3,3,4,0,0,40,38,0
19112,71,4,3,2,0,2,1,4,0,0,28,38,0
19114,73,2,11,9,0,7,1,4,0,0,20,38,0
19117,50,2,11,9,2,9,5,4,0,0,16,38,0
19119,44,1,8,11,0,10,3,4,0,0,40,4,0
19122,42,0,11,9,0,0,1,4,0,0,40,38,0
19123,20,2,11,9,4,8,1,4,0,0,45,38,0
19124,66,2,11,9,6,12,1,4,0,0,18,38,0
19129,59,2,15,10,0,3,1,4,0,0,52,27,0
19131,47,2,11,9,0,0,4,4,0,0,40,38,0
19137,37,2,11,9,5,9,4,0,0,0,40,38,0
19141,59,2,5,4,2,7,5,4,0,0,99,38,0
19143,53,1,10,16,0,9,1,4,10520,0,40,38,1
19144,37,2,11,9,0,11,4,4,0,0,40,38,0
19145,26,2,15,10,4,11,1,4,0,0,40,38,0
19147,44,5,11,9,2,7,5,4,0,0,15,38,0
19156,47,2,12,14,2,9,5,4,7688,0,40,38,1
19159,40,2,0,6,0,6,1,2,0,0,40,38,0
19167,45,0,11,9,4,13,4,1,0,0,40,38,0
19170,52,5,12,14,0,9,1,1,0,0,40,38,0
19176,40,2,15,10,4,0,1,4,0,0,40,38,0
19177,23,2,7,12,2,11,5,4,0,0,25,38,0
19181,28,2,11,9,4,3,1,4,0,0,45,38,0
19183,29,2,9,13,4,0,1,4,0,0,35,1,0
19185,30,2,9,13,3,11,1,4,0,0,50,38,0
19186,23,2,5,4,4,6,3,2,0,0,40,5,0
19193,44,1,9,13,2,10,5,2,15024,0,40,38,1
19195,62,3,11,9,6,11,1,4,0,0,15,38,0
19199,35,2,11,9,0,0,3,4,0,0,40,38,0
19201,52,1,15,10,6,0,1,4,0,0,24,38,0
19202,46,2,15,10,2,0,5,4,0,0,40,38,1
19206,17,2,0,6,4,7,3,4,0,0,25,38,0
19207,46,5,15,10,4,7,3,2,0,0,40,38,0
19209,21,2,15,10,4,9,3,4,1055,0,32,38,0
19210,18,4,11,9,2,7,5,4,0,0,40,38,0
19212,90,2,15,10,0,11,4,2,0,0,37,38,0
19217,23,0,7,12,4,3,4,4,0,0,32,38,0
19222,48,2,11,9,5,0,4,4,914,0,40,38,0
19223,73,2,11,9,6,7,2,4,0,0,32,38,0
19228,57,2,11,9,0,7,4,4,0,0,40,38,0
19229,31,2,15,10,4,7,4,2,0,0,40,38,0
19231,40,5,11,9,0,7,1,2,0,0,48,38,0
19232,32,2,15,10,4,9,3,4,0,0,40,38,0
19234,26,2,11,9,4,0,4,2,0,0,40,22,0
19235,27,3,15,10,5,11,3,4,0,0,40,38,0
19236,17,2,0,6,4,7,3,4,0,1602,18,38,0
19237,29,2,15,10,4,2,1,4,0,0,40,38,0
19238,18,2,1,7,4,7,3,4,0,0,30,38,0
19241,18,5,15,10,4,7,1,4,0,0,40,38,0
19242,56,2,11,9,4,7,1,2,0,0,40,38,0
19243,40,2,15,10,5,7,4,4,0,0,8,38,0
19246,53,2,15,10,6,3,4,4,0,0,40,38,0
19251,45,2,15,10,0,3,1,4,0,0,40,38,0
19254,50,1,9,13,0,3,1,4,0,0,40,38,1
19262,22,2,9,13,4,11,1,4,0,0,40,38,0
19263,56,2,9,13,0,9,4,2,0,0,50,13,0
19266,53,2,5,4,0,6,1,4,0,0,40,38,0
19267,23,5,15,10,4,0,3,4,0,0,20,38,0
19268,18,2,11,9,4,8,2,4,0,0,10,38,0
19269,36,2,15,10,0,11,1,4,3325,0,45,38,0
19273,18,2,1,7,4,0,2,1,0,0,20,38,0
19274,45,1,12,14,0,9,4,2,0,0,40,38,0
19276,26,2,11,9,4,11,1,4,0,0,38,38,0
19277,53,2,15,10,0,9,1,4,0,0,40,38,0
19280,49,4,11,9,0,3,4,4,14084,0,30,38,1
19285,46,5,11,9,5,0,4,4,0,0,37,38,0
19287,29,2,11,9,4,11,1,4,0,0,35,38,0
19289,32,2,15,10,0,3,4,4,0,0,30,38,0
19290,21,2,11,9,4,5,3,4,0,0,35,38,0
19293,51,2,11,9,5,0,2,4,0,0,40,38,0
19295,27,2,9,13,4,10,3,4,0,0,40,38,0
19297,33,2,11,9,0,3,1,4,0,0,40,38,0
19301,30,2,15,10,0,9,4,4,0,0,40,38,0
19304,64,0,9,13,0,0,1,2,0,0,40,38,0
19313,35,1,11,9,4,7,4,2,0,0,40,38,0
19315,23,2,15,10,4,7,4,4,0,0,25,38,0
19321,23,2,11,9,4,11,4,4,0,0,48,38,0
19324,68,2,7,12,0,3,1,4,0,0,43,38,0
19331,23,1,15,10,4,0,3,4,0,0,20,38,0
19336,46,5,11,9,5,0,4,4,0,0,38,38,0
19338,18,2,11,9,4,7,3,4,0,0,30,38,0
19340,22,2,15,10,4,13,3,4,0,0,30,38,0
19341,40,2,15,10,2,0,5,4,7298,0,40,38,1
19343,35,2,7,12,3,11,3,2,0,0,36,38,0
19344,25,4,11,9,4,11,4,1,0,0,40,38,0
19352,23,2,7,12,2,7,5,4,0,0,40,32,0
19354,60,2,9,13,0,9,1,4,8614,0,48,38,1
19357,26,2,9,13,4,9,1,4,0,0,45,38,0
19358,39,2,11,9,0,12,4,4,0,0,50,38,0
19359,28,2,15,10,4,0,1,4,0,0,40,38,0
19360,29,2,1,7,0,2,4,4,0,0,52,38,0
19364,33,4,15,10,2,9,5,4,0,0,60,38,1
19365,45,2,11,9,0,7,1,2,0,0,35,38,0
19371,22,2,9,13,4,3,3,4,0,0,35,38,0
19374,22,2,9,13,4,11,3,4,0,0,15,38,0
19376,34,2,11,9,5,7,1,4,0,0,40,38,0
19377,28,2,11,9,4,6,1,4,0,0,40,38,0
19378,40,2,12,14,2,9,5,4,15024,0,24,38,1
19388,62,2,6,5,4,8,1,2,1055,0,22,38,0
19392,37,2,11,9,0,0,4,4,0,0,40,25,0
19396,28,2,8,11,4,9,1,4,4650,0,40,38,0
19397,46,2,15,10,0,3,4,4,0,0,70,38,0
19398,34,2,9,13,4,12,1,4,0,0,40,38,0
19400,61,3,15,10,6,11,1,4,0,0,20,38,0
19401,30,4,8,11,0,6,1,4,0,0,40,38,0
19402,31,2,11,9,5,7,1,4,0,0,40,38,0
19407,23,2,9,13,4,7,3,4,0,0,30,38,0
19408,46,2,3,2,5,7,1,4,0,0,40,25,0
19411,30,2,15,10,4,0,4,4,0,0,30,38,0
19412,43,1,15,10,0,10,4,4,0,0,40,38,0
19416,50,2,11,9,2,9,5,4,0,0,40,38,1
19417,44,2,12,14,2,3,5,4,0,0,24,38,1
19418,26,2,15,10,0,9,1,4,0,0,40,38,0
19419,35,2,10,16,4,9,1,4,0,0,80,38,1
19422,41,1,12,14,0,9,4,4,0,0,40,38,0
19424,33,2,8,11,4,9,4,4,0,0,55,38,0
19425,24,2,9,13,2,3,5,4,0,0,40,38,0
